Video ID,Views,Likes,Comments,Duration
CXXdjZal5Hg,432590,43087,101,PT2H53M5S
PIpMgLhHnRg,353241,37506,95,PT2H16M39S
54_uJdrC5pI,148001,18296,124,PT1H47M19S
Txi0o4uQXmg,361849,45293,193,PT1H57M13S
16bVr3UiEZY,403589,53884,143,PT2H12M57S
DDpGO6_1AUM,1085392,75741,636,PT13M59S
lCqPWdHnyw4,379497,51281,333,PT2H17M3S
oRcClG-zI5U,612322,48280,261,PT15M21S
h_nRkC4_bPc,390827,51716,79,PT2H37M11S
0KYOmBN8-Oo,346542,48025,213,PT2H42M23S
qM9EfYxbeJM,168045,21671,61,PT2H43M47S
L9nzc9-yB-4,486205,68834,0,PT15M5S
dBVimZ3BKVI,1287641,80877,171,PT16S
5mzxhnRkJyo,137824,22357,711,PT8M34S
-jl0LKjtXRI,91388,14094,255,PT9M44S
WCgKzPWt514,185715,24424,244,PT5M4S
OYRZ1KeKOfw,544278,61461,678,PT8M6S
ywUfn-QZt44,267584,27666,236,PT1H17M4S
PMRGiUZf7aA,408891,43577,218,PT2H34M31S
kgUrNv58jTA,461900,50716,767,PT9M13S
LIHB4xGuGXA,559557,102545,1738,PT59S
u8GcbzlTvCU,112905,12008,42,PT2H3M13S
lKQSHYHEcvg,86151,10546,42,PT2H13M49S
4D_hYR_f7sI,52263,7262,38,PT1H35M17S
saUtT70YZN0,103293,13055,39,PT2H18M57S
NQWjPDnIp5g,597766,76001,1091,PT15M50S
dLQArjplAY0,98776,13435,60,PT1H11M40S
3fy-4gE9nsE,653170,77346,1314,PT13M50S
5U47M7Ktki4,282855,41373,762,PT8M29S
W2aBOqEoCLk,574808,69315,775,PT10M31S
lOxHDMF3lrw,1123689,145755,1349,PT8M23S
XhA_DZidx6E,87443,9437,986,PT4S
ab4sJCIjmzw,195626,29017,552,PT8M25S
KuAJgYhaypc,145712,18616,44,PT2H42M15S
iR2AS-jbzQ4,591914,76204,961,PT13M40S
DE482wRYIfc,240206,32320,660,PT12M1S
Yv03jdsUgoo,317887,49088,477,PT6M23S
LXwaRAHf2cs,422480,40244,120,PT2H32M4S
6JZoePR1AqQ,457765,52244,1200,PT8M50S
IvHyzUKeUxo,292473,38146,423,PT7M50S
jCZV1F4JHsw,131235,16597,352,PT25M11S
CV3HaF5kleE,235132,24532,305,PT12M34S
B25zqjpcUo4,129192,17045,49,PT1H39M7S
WPA5rM3iTes,164035,19860,42,PT2H2M4S
PbyeFxhIjyc,390648,43568,423,PT13M46S
Nd7xBxpxppE,507863,49591,90,PT2H40M37S
8TSmF_Ako7k,491141,64971,2770,PT23M4S
Z2LbFv6_ZZg,116387,15811,42,PT35M40S
mTdcWAUxut4,363362,37455,118,PT1H40M31S
M9BhP9buCek,477531,56632,361,PT1H11M31S
4tyUHcv-S7Y,384901,43016,620,PT11M30S
geQLMv4OoJA,385795,42400,127,PT1H54M32S
nt5X2covZso,340741,13201,704,PT15M55S
eidgWy7THhM,573025,75423,562,PT14M3S
S6KtBdkAde0,139326,22771,1712,PT6M8S
VEF47EehFV8,813998,64723,964,PT20M33S
7gwVkHS05iU,100747,13441,55,PT57M34S
8uPtWw_5T7s,178517,19761,28,PT2H35M54S
4XZTubLzHnI,385057,49170,572,PT7M2S
0pwr0VdZQ9s,433431,51662,730,PT9M42S
UscnRXGxlaU,1045705,135755,1668,PT17M10S
WpECEfm14UQ,535294,63828,1232,PT10M27S
7iBTaOd2e_E,257357,32854,691,PT16M50S
8qMgXY33Bks,122548,19987,455,PT4M19S
-NSyWy3KvR0,382962,48190,1191,PT9M25S
YvP8-2HsBtI,604938,61721,109,PT2H16M6S
Rjwl2NvPq-0,1544134,114146,1106,PT16S
CwQ2WX2T3cM,145586,27194,248,PT5M1S
Qq1QiIb3GOI,594976,62289,882,PT10M27S
g9ryYgzeR_s,635110,80961,1244,PT9M18S
-MeIHsoULBg,328540,46746,1448,PT10M50S
s1yhNU-rAi4,411453,53366,1182,PT8M38S
9XyN2V-TqiI,146444,15126,135,PT33M35S
8sG7aysOD8M,470058,59263,483,PT4M36S
xYgteVNLW1c,191395,29518,314,PT3M31S
NStIjvmGjts,630840,83261,1461,PT14M33S
XUNtAPE5h-Q,436971,38472,177,PT1H35M49S
GXM_l-ynQ2k,661440,82112,891,PT8M39S
UP128Ez_Ejo,346457,42648,1203,PT26S
vKP-kXH7JmQ,1088050,90407,847,PT12M14S
Ugx6qfn6Vdw,826275,86071,738,PT11M51S
BLBnpkX4KJg,1184207,125005,1354,PT11M43S
lQoewEaJM9w,876758,71551,188,PT2H11M11S
Oqs9l54vHIo,769115,69729,197,PT2H26M11S
dVbYb4xJrJ0,864718,75696,212,PT2H19M17S
XR5zOPoxOVo,905920,87437,172,PT2H15M37S
X1f7qjSJzHY,131416,15068,37,PT1H34M15S
MTZo-E2Vi_Q,100385,24150,588,PT1M10S
UUZnXc29glQ,831602,101277,1159,PT12M45S
gltNXPYEaKk,782248,79312,119,PT2H23M5S
upFSouQJyLU,455160,64487,937,PT16M17S
IoRgBDmX_DM,166170,15217,74,PT26M41S
KrPDx3H2Chc,770987,103025,803,PT12M3S
ZEUIxMxKpQo,833785,84929,965,PT10M23S
unkHsZ4sSGo,1094862,91111,141,PT3H2M26S
OSTv6svqm-E,2073154,153059,916,PT16M13S
aino7yxvsyo,945438,81353,194,PT2H33M41S
YehgwE6M9dw,2206381,166362,2614,PT10M41S
PswvirmcQ_Q,792716,101454,1298,PT8M44S
QOn3-9jMliE,1257946,109286,162,PT3H26M57S
14xQMW8p6HM,964555,82638,129,PT2H57M11S
aX0DnB8Ej58,1255045,94181,832,PT10M38S
g9AuXQlOaQQ,698234,82396,791,PT6M30S
DB12aMqz0uk,945557,83190,167,PT2H37M44S
G75xhBj2KZI,888764,98624,217,PT2H42M6S
SR0PBkE3nGE,765667,74999,127,PT2H27M55S
22grAMRIro8,582196,66607,696,PT7M22S
W3KIuR-D6yE,694744,67365,121,PT2H8M27S
yGF0P1sUn5E,796933,72481,98,PT2H9M9S
Go_f0yZqTMQ,423388,49050,464,PT6M53S
llqK2pCqtME,990312,61349,174,PT2H47M25S
3PSs4HAzcq0,164936,14225,52,PT28M41S
HzITKx1W_fU,775852,116989,2448,PT12M50S
1k9XkzZFvsM,1004638,102730,220,PT2H22M38S
5RG1JUl4ev0,1050682,97237,263,PT2H25M57S
HkiElR8cYD8,267406,30989,1104,PT5M15S
Nss5lQWUq4Q,480269,87292,1258,PT12M32S
BecqVOJanbk,1034042,107027,109,PT2H27M44S
cjdkVUfso5s,1392741,143577,399,PT2H49M39S
SaSnoVgf2wg,513785,70675,1183,PT15M47S
M0W_DjaCcjk,1403547,161117,304,PT2H48M2S
YuZSepRvbWg,483553,69019,2373,PT12M45S
2qp0Lzkoyl4,1089433,120371,209,PT2H30M12S
MW59PMZLIW4,701812,80200,1117,PT11M22S
6AyNm5IV88w,1558786,159985,256,PT3H7M50S
RDbfCshT_gg,504351,71972,609,PT9M15S
X8qQQaf0De8,1730669,181119,329,PT3H4M23S
DJQbU9G6clA,980970,139725,2080,PT7M1S
LJJxPBDzV7k,580828,86405,1836,PT12M30S
DNumTac_p04,147925,13955,81,PT1H49M12S
RLNZZ9HBV8E,157365,16886,55,PT2H27M51S
lbcWQWR0ze0,135509,15147,111,PT1H31M54S
YBmT6yjySh0,239603,34370,178,PT3H14M38S
P9WEQRn-Ybw,223898,19441,112,PT2H59M53S
qnNB5hJcgiY,201247,21451,74,PT2H29M25S
Gb7b9ivAFHQ,162550,19346,39,PT2H30M13S
kXh-Fyj-xzA,495054,61087,1054,PT9M36S
EIIS-tHKnd4,688825,87091,3838,PT8M47S
qXhuwYLdCho,1129704,124414,1932,PT10M2S
p0rXPPrnWhg,1090558,110617,1903,PT9M27S
DhzEPO8BTqw,286231,37597,727,PT5M17S
OQK6avamFAo,639960,85550,1593,PT10M
z66U6cugOPk,537788,72127,1303,PT6M33S
m1LV6WNu4kU,1464174,163151,2033,PT9M33S
dG278hIM7Yk,444929,67817,1905,PT9M21S
A1esQ1z5ZX4,903890,103169,2356,PT7M48S
wpjEThfUM88,708301,87480,2471,PT9M21S
EQPBLL8Az3c,573700,74992,1908,PT9M6S
xMu_FEhVx3A,536323,81171,1771,PT9M10S
gkOaZar6uWo,647250,76822,1281,PT9M10S
W89uhY7z2fg,649041,78737,2202,PT18M11S
9v2NctTVRRw,111656,9815,22,PT2H6M29S
9upBiNFzVh0,119938,12652,31,PT2H32M
ANz3YIUtmC8,114224,15827,139,PT5M43S
Pnjzo-ROexw,150556,18283,34,PT2H25M39S
2JSviFUkWvM,113957,13251,36,PT2H24M50S
LQ8FsKwJBhU,97700,11861,21,PT1H40M5S
VbWgzjapFrg,238623,24631,48,PT2H26M13S
MpbGtDfoPYI,128013,14620,37,PT2H32M21S
G9-2aUGpXlE,132073,16064,22,PT2H21M34S
itS4wmeSIXY,152164,18477,34,PT2H18M5S
8v4GVj6nckc,146958,23086,356,PT8M14S
RfusDu8VzPo,171914,19853,36,PT2H12M45S
XeeyUsvt1nE,115913,13281,50,PT2H32M7S
jfeVLCMmtA8,237971,33761,552,PT9M38S
fURZw6h4ndQ,175190,20113,55,PT2H53M36S
MZPLg3a54rk,731286,84099,1342,PT10M9S
vnZitdk260o,144622,25981,659,PT1M38S
34QpBsqVhO8,648326,60088,608,PT15M2S
dgu5PeMaDRY,416187,42147,510,PT8M4S
cFJpGkbcIVA,103552,11005,39,PT2H4M45S
3uH5Is4InGs,176258,15585,70,PT2H17M26S
vINRi33BEKA,119524,13126,66,PT2H27M6S
57qi898l2BY,425243,65739,897,PT9M36S
1Tnley_UwoA,80658,8651,13,PT1H54M28S
KkDsVdQkdk0,130799,14505,38,PT2H12M53S
FXbQ-j8cdY8,90021,11466,47,PT2H5M29S
sTpkHEb3taQ,199700,19298,92,PT2H25M45S
gkYddaCI4Pk,166935,16166,30,PT2H15M41S
o10Di5eH3rA,531858,77497,1093,PT14M30S
bJbt7zz6EP4,34205,4102,118,PT7M52S
pSS72V5_ffc,252596,30290,250,PT5M35S
cxoKkgOcwEg,1040048,53850,378,PT9S
K2hwIvVMICU,35137,4408,102,PT6M42S
VoWoorZbdeY,27808,4228,0,PT7M40S
nVBzx9CdPBg,206513,20449,59,PT1H52M25S
6w2CK3J60OM,678720,79016,1669,PT16M13S
zGcD9ly5TNk,802502,112053,1584,PT8M43S
iiweb1DqSt8,171566,17085,91,PT44M26S
0F7Px8t4-zc,639556,56018,660,PT11M12S
pTnCTjLsC_I,431466,44368,128,PT3H3M51S
OqbBaMffLR0,157146,14866,45,PT2H57M57S
7HEOySMSNhY,762967,83770,1501,PT16M3S
MbF46yPNV94,109611,11832,49,PT2H5M16S
lKX3i-weEGM,117370,11732,46,PT1H59M44S
htOlIAPQp-I,152377,16950,62,PT2H24M45S
17rckL6acKw,143030,13924,44,PT2H57M18S
ch9WwEX4xfA,90491,9618,0,PT2H4M3S
4gqgyBNoRIM,207288,17129,65,PT4H11M9S
HtIYVq3rlfo,351409,48312,1066,PT10M10S
bFinPeVQkNY,144208,12963,68,PT2H41M53S
_0eQ3TlPwR8,170701,17721,35,PT4H55M6S
OOJS6Khdg6U,238430,19792,80,PT3H1M49S
iciH4PEHyY8,685299,98239,2586,PT13M21S
89YvfTJ1RrU,119621,13523,169,PT10M11S
fp4WoJ9evyA,173150,19357,259,PT7M27S
LWiumZJ8SEY,147422,15863,51,PT2H47M11S
i-SjMU4e6R8,249394,19013,60,PT5H8M23S
LhM0yljrEos,128573,17286,287,PT6M20S
6uh7MuXgFp8,82498,9365,31,PT1H19M57S
2uvqRfJY-Jo,72802,7366,33,PT1H1M55S
wf_NBlzeuMk,266836,19210,94,PT5H13M15S
CAAh0auDmnw,120131,14027,20,PT2H6M36S
p0rc3IHDh5o,132381,15118,41,PT2H57M19S
oZE819nwZe8,209898,21786,198,PT6M6S
R8_ldg8XkqY,155023,13530,30,PT2H38M1S
VjAcgvUQLbQ,206554,17966,28,PT2H12M43S
cFnycwMFd4k,261745,21667,53,PT2H25M39S
bZyw91rSsIw,184237,18649,27,PT2H55M19S
rppuhs7Wyto,313906,24077,53,PT3H28M7S
INyQ_qAvpDE,259466,21799,355,PT23M9S
n5K2lvsgy08,401578,30737,105,PT4H44M50S
pBx7gA4ye30,212393,23408,207,PT5M50S
4U18-9ZvkSU,359911,27150,69,PT4H50M43S
GBPbtU4_Cy8,221926,19481,52,PT2H2M9S
Ha0plUthpWc,295353,26121,47,PT3H22M31S
di5r1-64NlM,90501,10866,109,PT10M49S
abqQm8ZFqGw,305786,23405,77,PT3H52M19S
egBP00gVTFw,300396,23918,79,PT3H51M33S
j19p3hm-fso,159635,14488,188,PT11M14S
KjidiX1IvlM,128555,13919,27,PT2H8M41S
09ViNUuwI3w,209564,17978,42,PT2H54M41S
4y6DswSuZVA,254225,20771,47,PT4H6M25S
m1DhYLjRQ-8,166931,15664,55,PT2H31M49S
bPeeNrXX7Yk,57683,7563,17,PT4H42M36S
zv_3DY0_9MM,239628,23221,35,PT4H32M45S
CGfx7_G24xY,786896,82651,1861,PT5M59S
QucoYlWR9O8,168309,19255,637,PT6M16S
2VSe2AZgAtE,219460,19064,62,PT2H40M49S
wLc-59CbwSI,235483,24942,359,PT12M36S
T8lv9kMWaa4,263503,22542,46,PT2H21M57S
EaTqu1otTYs,278702,29439,526,PT6M14S
NxEudUTw-TU,172700,17718,59,PT2H15S
dtqyHdUkLYE,203370,18379,41,PT2H5M10S
p1jxNS1CWFw,160769,18126,313,PT13M48S
r2Ney-LPqHE,199066,20262,64,PT2H43M40S
UrJQKhh-axU,165891,20193,46,PT3H6S
OsINR60iAKw,115642,9660,39,PT1H57M26S
HLQqGyhvKp4,315717,32138,1415,PT5M40S
Cvvjil2EWD0,328671,33058,424,PT6M49S
57R9cnWyoa0,381893,34363,392,PT6M7S
fFweOUTsavM,239989,21495,44,PT1H55M51S
flMZMkxHZl0,90281,11411,19,PT4H41M58S
6lIuLRKdBVw,186937,21243,24,PT4H57M25S
R34z85q7ikI,57439,8099,421,PT8M37S
rBlAxaGh7eQ,101598,13617,92,PT2H3M59S
kEdYd-h4fy0,323341,32770,388,PT8M2S
-HJNFZBhDds,130665,16620,57,PT2H3M39S
6-BCRqv6PBQ,320522,35999,859,PT6M42S
luSZQGhW_GY,94989,12042,477,PT9M59S
kBzeu7JnRw0,387908,42678,580,PT6M18S
BjBB8stJOH4,259923,25592,43,PT3H50M14S
1okSJrF5aOM,2075183,247525,5781,PT16M2S
4GImKGOmqBk,132630,16027,462,PT14M47S
T4Hurolpcpk,198515,19478,85,PT2H7M35S
GJVofW6o4qg,2575994,263518,6261,PT15M58S
tnWgZ9Wh7_Q,218322,22777,144,PT2H11S
l0xnZjoKCps,310366,23939,86,PT1H53M49S
66GFPjB4RRs,57337,5557,178,PT5S
WdePgUDBziI,445961,48351,664,PT2M25S
CjbzhkNdqVg,313456,24644,63,PT2H3M23S
7ZeBBkMoM6w,95504,12814,200,PT6M6S
alNjIF-8zik,525307,51844,475,PT5M44S
pj4vMhlv3Oc,447724,49955,503,PT6M19S
HDVa7t2pTHA,449754,38457,95,PT2H10M53S
JQ9F27smlyY,386950,43469,605,PT5M10S
uuBwCwRj5Ac,455405,36398,76,PT2H51M55S
Q-A9kp9N7uE,549820,51620,738,PT8M15S
YnxW_ZrIPSQ,366744,28732,118,PT2H30M
rhdz-ZnZV5w,134622,16331,1143,PT13M14S
sdtDPJxJZbg,551015,48131,407,PT8M50S
au4nLPyPqrU,259318,20342,67,PT1H24M3S
OWxZt6BNPH0,110913,14719,52,PT2H4M37S
I5N8Sf_uH7g,273833,22197,82,PT1H46M21S
AApyfw4_bQc,118153,15295,155,PT2H34M19S
rEnv6wqwVCU,518396,53267,439,PT7M58S
Kn9XlXIiCKc,241247,23246,87,PT1H21S
z2Qf_QBgHd8,791779,66036,976,PT7M58S
deVrwwUK7jI,162829,19322,51,PT1H58M19S
veqYsQkLXFg,737037,65076,701,PT8M18S
B1pc5ZZW4a4,372901,30239,79,PT2H6M31S
90dS9QnrK_k,380077,41395,681,PT5M50S
ezYANmDn9Es,197179,19999,664,PT12M51S
0kVWNdD8K2A,753838,72697,781,PT9M40S
n80m_aY050U,94332,12801,37,PT2H13S
ojodDBI0OXg,93762,13159,283,PT1M17S
4yOtGaEWDnE,353968,30998,53,PT2H18M9S
KUWQNAi8pW0,133292,19941,47,PT2H7M11S
t8ck3a9t3Is,185465,29173,62,PT2H26M
Y0HZrEv1b3w,171281,21823,88,PT1H55M28S
69UxAKYR8mU,924510,67074,705,PT9M11S
YPS14AbHRj0,326903,27363,106,PT2H33M39S
02Z_XIF41fY,105040,14239,79,PT2H2M39S
J4LDVfd0EYo,138405,19745,104,PT2H2M52S
X6i12IOgnU4,286771,40565,552,PT40M22S
rf_KVRlvi8I,365543,56604,1883,PT1M
zLE9wX2TFT0,155462,21593,156,PT2H14M56S
XS3xEohLsfc,118222,16857,122,PT2H26S
nM8HobLyezU,59220,8257,205,PT9M1S
FTeXEK8TApk,105161,16137,131,PT2H43S
WJ7bVOONzTE,76623,10320,227,PT7M54S
CFm1qotqpRs,107275,18143,119,PT2H30S
wQvbNtlUnu0,131974,17995,155,PT2H39S
cUgxkJf1NnQ,116054,12553,541,PT7M58S
pGEdRSMXMw4,178308,24113,128,PT2H6S
Mv3sBBkzYQQ,143414,20588,180,PT2H26S
0_-_Ntyguao,1042428,85377,756,PT10M15S
ZlsbFhGJHFs,204164,29328,129,PT1H11M15S
wfPWDUw6gqc,401475,45970,832,PT6M5S
prSmaAfvuJ8,745342,73502,399,PT2H58M40S
RhW03sK0src,553076,65588,1041,PT2M51S
Y0OtY_2Ryco,608813,95731,1904,PT4M59S
OEwb2azxzkA,729213,68128,1177,PT5M52S
vZdMkh_5o2Y,634208,53566,275,PT3H1M30S
DbCDeY1wp0E,1305713,197151,5157,PT9M42S
_Ua3MxlcrzI,484152,50428,119,PT2H28S
eAOJQkqSODI,856741,76819,289,PT4H49S
IHn_gWftnQk,389989,38648,4256,PT10M20S
_2DHj6TV1j8,916433,70417,448,PT1H32M40S
w_MLBVHUUl8,1361467,103495,1948,PT2H31M15S
7QajfZX05jU,2872391,227513,2980,PT9M6S
uli_WYg2ftM,1298781,96787,342,PT2H32M
tPtjWutyDVI,1083148,102062,515,PT3H7M56S
Sb5A6j8CwF4,840080,87107,3788,PT11M36S
Nza-1d1sxKw,1033693,93438,297,PT2H39M25S
tf-BW-9RJXY,1467800,97306,1764,PT10M22S
i_yusSWrkDA,619047,59503,1747,PT14M43S
qRhR8xHLz6g,1672422,190179,5884,PT20M49S
u_JrNWZpDek,1367306,110132,1642,PT16M47S
TlPpDgbzECc,1335319,98678,363,PT3H22M15S
Wnt_xrbknFA,1253263,98752,369,PT3H4M49S
7ifP8KGOxIs,1425955,128843,2576,PT18M41S
xIGUdYKelGA,2933999,218999,4920,PT18M5S
s8PsWmg0Ios,1390860,115872,842,PT2H55M33S
FItpS8Ve1Rg,1562537,162872,1967,PT6M42S
CxMuVuVb5OM,1100086,95156,232,PT2H57M49S
_m6_2KTnYdo,1151497,103207,2919,PT9M40S
248X3_ci-MY,1169772,105502,292,PT2H59M35S
rEwVU8tB2s8,672093,79044,1693,PT7M38S
fiti6LQvd-Q,1130819,115784,291,PT2H45M29S
YsqFNX6Trws,1416680,115777,503,PT3H40M33S
xuvo9GaWVAE,1299120,97269,1064,PT12M8S
nugwV9K2glc,1148587,102578,115,PT3H17M9S
tbPhsxzZRsg,662746,62735,2192,PT8M57S
Yt-WSY5lZYc,1506507,150750,2912,PT20M10S
XoEAL2TxILg,660110,61672,1672,PT11M57S
etgjt-J_C-Q,744505,56811,124,PT2H29M8S
28aHZEdTpgg,1323082,115458,304,PT3H6M1S
S1_J1PXooFU,2736700,190895,3363,PT12M52S
uNoi1svS2rE,835844,64694,1261,PT20M31S
ZCFpefTVU90,1631829,134567,209,PT4H3M8S
9xAas88j0sE,1328694,116715,228,PT3H10M45S
x4MVXAhkycQ,897500,70901,2594,PT11M24S
ALeiEht_-6s,1441202,121439,498,PT3H32M27S
Usm1-E2h-3A,2987793,239978,5442,PT20M31S
8gai3WLT0O8,1541411,148547,275,PT2H55M57S
e75gchyYyhE,1340486,104552,177,PT2H48M39S
WLItBbY85hg,1483036,120220,1143,PT7M43S
46AmilAfcy4,1307730,112198,173,PT4H3M53S
MTtkHAwUxeI,1073625,98135,162,PT2H42M25S
7Y7iPyp2b1s,863286,81675,269,PT1H56M47S
RNYgk4KVSdE,1422602,126010,276,PT3H7M31S
Miiy_zKGTqE,1271337,111857,331,PT2H50M55S
GOlfyBCviwo,1324011,172904,17169,PT8M40S
KLRO26TeaOg,584295,49911,725,PT8M17S
wSOT_Nupfvo,1377108,160217,3419,PT13M30S
3Pyt2l6f5O4,1238390,94386,226,PT2H37M21S
orJz1y8HDSk,1622301,122039,228,PT5H8M57S
1xeRd5uGt9I,1347312,111629,188,PT3H53M21S
bUzz_uDDOCk,1109404,91139,316,PT2H57M2S
7neJgB5nnxU,1405241,107225,272,PT3H36M1S
dqe1-Fx6WgE,666881,51457,1586,PT7M35S
dsLKRRLgLi8,1157398,104769,135,PT3H14M49S
WvyEbiW2mGo,784812,70290,121,PT2H22M56S
22wIgRk5oJs,1324073,121883,1937,PT11M14S
A3HWcVGlorU,1170945,97024,1654,PT9M5S
-V8NQGy4_QI,1251884,106789,178,PT3H26M29S
lo6LvffFsyM,1466959,105795,216,PT4H55M9S
1NYpB_Ehq9k,919744,97044,2458,PT10M51S
alckHfmAKkQ,1589691,113414,122,PT5H8M58S
kjfzfNjDDCY,1557845,104969,178,PT5H52M57S
1eY3uMBlZ0I,982110,86696,222,PT2H28M3S
rfCq0F8JVMw,983805,67486,275,PT2H13M43S
-0Zv_ia_s5E,2175607,126384,1544,PT12M18S
aVWFhRK8HZA,1795604,115561,547,PT4H42M14S
B0s5kAgLtQk,789230,52811,2066,PT9M44S
xUHXfv3ZI1k,1089168,74380,194,PT3H36M27S
7w4-bGeUPa4,1310092,94711,166,PT3H52M13S
lsk6_2Y4ob8,1091971,82704,176,PT2H28M15S
QjMK3uJa-o0,1384715,123723,3498,PT9M9S
_xTeu_iHBFU,1399829,96934,236,PT3H28M27S
z6aNj_18nr8,1317785,80464,2128,PT18M57S
YS51JEM0PKA,1244180,82603,187,PT3H12M21S
DxGBTfl3lvw,1129831,74702,197,PT4H25M1S
f1aDYsrXMmc,1466669,113648,3180,PT12M41S
JB_YKEooWI4,1181711,75965,151,PT3H36M13S
ueauM77Sl1U,798545,60582,255,PT1H54M37S
KkT2XhgQoSI,1276986,91529,231,PT5H7M12S
FyI1fUkGb50,1306643,95577,192,PT4H56M47S
74nBkew9k3E,1936013,180517,5895,PT13M39S
4-c3aHKPQPQ,1309770,94593,357,PT3H48M41S
TlPWNDthluU,1549432,117740,364,PT4H31M14S
oFIjkn05yb4,1501642,114309,314,PT3H57M35S
LqYst45BlEA,580419,45968,1101,PT6M58S
TZjf9zuJLZ4,862568,62249,207,PT2H44M29S
LPa31swsh9g,1201279,99122,1204,PT15M17S
H_npt-QdGJ0,933456,68938,128,PT3H36M9S
rD1Ebm2w5eg,983225,75615,147,PT3H18M13S
0FxTBbbODLY,1384301,89830,1560,PT9M49S
TCK0-9iWTCk,988832,74158,231,PT4H32M27S
tjkfugGP0o8,666639,52235,0,PT3H10M26S
Q8CIjocn-DM,534019,60260,865,PT11M21S
7-7yvQdO2_Y,1169550,81769,316,PT3H33M37S
5KDDJWhLhjw,956109,75596,894,PT10M16S
xij53Sj4cKw,829791,49875,224,PT3H31M31S
v3dZuXiaUb0,625221,45574,134,PT2H27M29S
VERzLGputew,798380,60023,145,PT2H28M7S
Gmu01K3fXuU,732393,46124,714,PT12M34S
7hjUQe7a4CE,681675,52725,147,PT1H49M15S
RUiP6694JSI,895946,119315,2829,PT5M7S
nQf46_vGxl0,596958,43910,114,PT2H18M9S
823nyUg8SxU,1038409,62529,649,PT10M43S
nPpR7VYT2Vw,518972,41504,164,PT1H54M37S
KI8KqD1fVic,595171,49340,184,PT1H38M46S
reAN8BzEJN4,1433236,94284,1105,PT16M18S
VfHoh6nnQ_Y,889699,72340,84,PT3H23M14S
F45tyA83cqs,583045,43756,444,PT9M31S
_YZlDN1EQt0,952366,62639,107,PT4H4M44S
rcYLLCM25no,606891,38103,516,PT9M
IqpyfDHArSc,872925,65850,115,PT2H26M3S
eYvnQLa18WY,1129691,78514,1637,PT8M32S
AbOX0jFBpoQ,494721,39299,124,PT2H5M6S
UA3c9yNSRdk,449721,33719,404,PT2H15M13S
sYKOC53S4xM,376365,36176,408,PT8M49S
Cn7Zk4xiCMk,435647,33725,165,PT2H3M26S
y4vknGuPnE0,826577,57591,214,PT3H19M47S
6SnORqEtE-Q,2602883,121211,1034,PT12M23S
klkxSvOQkJc,873122,63048,108,PT2H35M6S
B8mJrW6kxpY,682270,42381,711,PT8M46S
qKmgjyx9ySo,708008,50217,59,PT2H30M21S
nSWehMU0wgM,946843,67112,109,PT2H48M46S
F96qO9REj6k,724075,45492,704,PT8M37S
J5J0T8gvq-w,397337,35521,125,PT1H38M6S
g_Kzb88yoZ4,489706,33719,168,PT1H54M36S
SUNmyR706Iw,820235,76502,662,PT8M19S
dswmuR6h8o0,359434,23874,77,PT2H33M20S
SEOy7ecebPI,735294,56747,732,PT12M36S
0Sqef_yZxXE,760673,55331,90,PT2H50M
u3G58kYncxM,654809,50959,86,PT2H4M55S
Y2DIZTBr7Do,541868,35349,488,PT7M40S
R7IbDyAhjY8,717128,53437,54,PT2H57M37S
tOPsMc07VH0,634833,47896,947,PT7M51S
dBkwumwIIEE,536825,38407,37,PT3H13M32S
SS00aN17AJ0,883948,50562,1280,PT10M12S
G89NdK8ga-k,578054,40879,52,PT3H23M28S
APw8jrYbLAc,1436179,64077,1129,PT8M56S
kj0a9MVGG_8,351140,27754,726,PT6M36S
jxK-8BuO9xU,1584096,87791,1841,PT9M11S
_xV1ZLO1jYI,2492486,113069,1691,PT5M18S
4zlfYJCYLzo,616849,30294,143,PT2H19M16S
tpG2E6IRnbs,886644,45901,133,PT3H47M35S
Jvlo_eqzulg,622286,39952,558,PT7M46S
WcBkrfSRLHE,538987,39010,78,PT2H20M10S
t__2sW479OA,394864,26087,481,PT9M10S
zuqLqL5psTk,1101352,64860,562,PT13M37S
gmFJntMGgbA,923167,59478,118,PT3H33M33S
E2QCYEgNoUM,621161,39692,1106,PT10M23S
SUDThBIgSa4,721402,51400,46,PT2H53M57S
xl4QUAoA58Q,481125,36891,80,PT2H20M45S
W2K51KCSkbM,2304707,126621,1967,PT12M27S
XRkG_Sa4LnI,564804,35904,60,PT2H20M52S
8kQzKongP_E,890371,69396,1461,PT11M31S
fpY0JJoxjKc,633756,51582,115,PT2H16S
7Xupgk-NsAU,4050998,142037,1223,PT15M34S
_xWPmUXR-Fo,374626,25527,87,PT2H27M28S
CrHtB_yESgU,511013,32122,666,PT7M40S
7cg3-eKapo8,283836,15225,87,PT2H1M42S
K7DvbG8AcOE,1001812,49760,138,PT3H21M15S
1Qop4vE-tgA,1374454,65651,1493,PT11M24S
XB6eqvGKgvs,217854,12566,30,PT1H29M36S
WiM35-viPKo,270807,11783,21,PT1H37M42S
29qordi4Iz8,2316213,122228,1092,PT12M55S
p5ypgPH-jQ0,427863,18858,63,PT2H11M45S
tKLtNIp9eOg,405152,17022,54,PT2H1M34S
nplxYdz7Gos,525840,23337,42,PT3H13M51S
OlYVtNGjls4,1606127,84869,1107,PT13M41S
01OaeD6YA3s,537702,26144,56,PT2H17M16S
5YyAqNkRpsY,246575,32190,962,PT3M36S
N7zghnxYEt4,578605,25214,39,PT2H19M2S
myBlZdTzdwc,483045,27686,38,PT2H22M38S
